concept_id,concept_name,patient_count
4298731,Genetic defect of hair shaft,1
44502452,"Squamous cell carcinoma, NOS, of labium minus",1
375549,Double pterygium,1
4150302,Candida angular cheilitis,1
44501307,"Squamous cell carcinoma, NOS, of scrotum, NOS",1
44501682,"Malignant lymphoma, NOS, of abdomen, NOS",1
44501141,"Neuroendocrine carcinoma, NOS, of breast, NOS",1
1553284,"Solitary fibrous tumor, malignant of cerebellum, NOS",1
36564296,"Teratoma, NOS, of pineal gland",1
45757156,Pyemic and septic embolism in pregnancy,1
44499835,"Teratoma, benign of brain, NOS",1
760780,Injury of right wrist,1
44499546,"Papillary adenocarcinoma, NOS, of endometrium",1
44499503,"Neuroendocrine tumor, grade 2 of small intestine, NOS",1
36546205,"Mesothelioma, malignant of upper lobe, lung",1
4020303,Frostbite with tissue necrosis of knee and lower leg,1
44503311,"B-cell chronic lymphocytic leukemia/small lymphocytic lymphoma of lymph node, NOS",1
36527557,"Squamous cell carcinoma, adenoid of tail of pancreas",1
44505787,"Neoplasm, malignant of conjunctiva",1
44501648,"Serous carcinoma, NOS, of corpus uteri",1
44500137,"Papillary adenocarcinoma, NOS, of fundus of stomach",1
36716975,Primary malignant melanoma of anus,1
40489979,Sepsis caused by Bacillus anthracis,1
36526728,"Carcinoma, NOS, of billiary tract, NOS",1
36544801,"Rhabdomyosarcoma, NOS, of connective, Subcutaneous and other soft tissues of pelvis",1
602067,Primary liposarcoma of soft tissue of trunk,1
36567031,"Undifferentiated sarcoma of cardia, NOS",1
602095,Primary sarcoma of head,1
36541626,"Papillary adenocarcinoma, NOS, of central portion of breast",1
44503557,Infiltrating lobular mixed with other types of carcinoma of upper-inner quadrant of breast,1
36542762,"Spindle cell carcinoma, NOS, of esophagus, NOS",1
4309019,Infection associated with artificial insemination,1
36533974,Giant cell carcinoma of cervix uteri,1
36548971,"Papillary adenocarcinoma, NOS, of colon, NOS",1
44500706,"NK/T-cell lymphoma, nasal and nasal type of accessory sinus, NOS",1
35624771,Recurrent right inguinal hernia with gangrene,1
761613,Glaucoma of right eye due to anterior segment anomaly,1
44501942,"Mucinous adenocarcinoma of small intestine, NOS",1
4297094,Disorder of vitamin C,1
4057924,Corrosion involving 10 to 19 percent of body surface,1
1553224,Middle ear paraganglioma of aortic body and other paraganglia,1
4244193,Congenital malposition of pulmonary artery,1
439733,Paracoccidioidomycosis,1
44502835,"Mixed tumor, malignant, NOS, of submandibular gland",1
36403157,Carotid body paraganglioma of carotid body,1
44501249,"Small cell carcinoma, NOS, of liver",1
200677,Hyperestrogenism,1
36535753,"ALK positive large B-cell lymphoma of uterus, NOS",1
36565869,Mantle cell lymphoma of lymph nodes of axilla or arm,1
36541083,Mucoepidermoid carcinoma of thyroid gland,1
4243121,Carcinoma in situ of epiglottis,1
36517362,"Neoplasm, malignant of male genital organs, NOS",1
36548528,"Urothelial carcinoma, sarcomatoid of overlapping lesion of bladder",1
42511686,"Myeloid sarcoma of small intestine, NOS",1
36559560,"Diffuse large B-cell lymphoma, NOS, of pituitary gland",1
4290978,Junctional epidermolysis bullosa gravis of Herlitz,1
42511872,"Glioblastoma, IDH-mutant of brain, NOS",1
4088090,Shallow anterior chamber of eye,1
44502092,"Adenocarcinoma in situ, NOS, of prostate gland",1
44503085,Adenoid cystic carcinoma of lower-inner quadrant of breast,1
4285805,Ebola virus disease,1
36553494,"Neoplasm, malignant of peripheral nerves and autonomic nervous system of lower limb and hip",1
36716499,Primary malignant neuroendocrine neoplasm of bronchus,1
44500306,Infiltrating duct and lobular carcinoma of lower-inner quadrant of breast,1
36528008,"Plasmacytoma, NOS, of tonsil, NOS",1
1553424,"Post-transplant lymphoproliferative disorder, NOS, of nasal cavity",1
36529551,High grade serous carcinoma of overlapping lesion of retroperitoneum and peritoneum,1
40486213,Malignant neoplasm of broad ligament of uterus,1
36526786,"Pseudosarcomatous carcinoma of esophagus, NOS",1
44503178,"Chordoma, NOS, of brain, NOS",1
1553324,Pigmented dermatofibrosarcoma protuberans of skin of upper limb and shoulder,1
4134875,Weil's disease,1
36554294,"Villous adenocarcinoma of rectum, NOS",1
36554480,Angioimmunoblastic T-cell lymphoma of lymph nodes of axilla or arm,1
4002143,Thoracic spine instability,1
36539990,"Squamous cell carcinoma, NOS, of billiary tract, NOS",1
44502485,"Mesothelioma, biphasic, malignant of specified parts of peritoneum",1
44502528,"Adenocarcinoma, NOS, of pituitary gland",1
36526150,"Squamous cell carcinoma, spindle cell of maxillary sinus",1
44502628,"Papillary cystadenocarcinoma, NOS, of ovary",1
36717499,Infection caused by Streptobacillus,1
44502685,"Small cell carcinoma, NOS, of posterior wall of bladder",1
44499455,"Solitary fibrous tumor, malignant of upper lobe, lung",1
44499956,"Squamous cell carcinoma, keratinizing, NOS, of retromolar area",1
4178809,Fetal disorder caused by chemicals,1
4056474,"Rapidly progressive nephritic syndrome, minor glomerular abnormality",1
36521778,"Mature T-cell lymphoma, NOS, of tonsil, NOS",1
36547128,"Mesenchymal chondrosarcoma of connective, Subcutaneous and other soft tissues of head, face, and neck",1
36529266,"Chondrosarcoma, NOS, of connective, Subcutaneous and other soft tissues of lower limb and hip",1
44501628,Merkel cell carcinoma of external ear,1
4121449,Tracheal rupture,1
36550257,"Mixed adenoneuroendocrine carcinoma of cardia, NOS",1
4015862,"Open traumatic dislocation knee joint, posterior",1
440198,Acquired clubhand,1
36519955,"Plasmacytoma, NOS, of gastric antrum",1
44502613,"Cloacogenic carcinoma of anus, NOS",1
4022228,Disease caused by Annelida,1
36552229,Pseudosarcomatous carcinoma of exocervix,1
4083496,Neuroblastoma of brain,1
44500578,"Papillary carcinoma, NOS, of ureter",1
4131010,Neoplasm of broad ligament,1
44501078,"Neuroendocrine carcinoma, NOS, of cecum",1
4118277,Rebound tenderness of right hypochondrium,1
44499541,"Ductal carcinoma in situ, solid type of upper-inner quadrant of breast",1
44502764,"Carcinoma, undifferentiated, NOS, of lower lobe, lung",1
4066933,Seborrhea faciei,1
4142627,Diaphyseal dysplasia,1
4191592,Psychoactive substance-induced organic delirium,1
36565447,"Neoplasm, malignant of rib, sternum, clavicle and associated joints",1
44501278,"Adenosquamous carcinoma of vagina, NOS",1
44500728,"Neuroendocrine carcinoma, NOS, of upper-outer quadrant of breast",1
36517297,"NK/T-cell lymphoma, nasal and nasal type of posterior wall of oropharynx",1
36402799,"Diffuse large B-cell lymphoma, NOS, of blood",1
36535917,"Malignant lymphoma, mixed small and large cell, diffuse of intra-abdominal lymph nodes",1
36542684,"Malignant lymphoma, mixed small and large cell, diffuse of lymph nodes of multiple regions",1
1244969,Neonatal jaundice due to swallowed maternal blood,1
44499706,Waldenstrom macroglobulinemia of bone marrow,1
36554752,Myxoid liposarcoma of specified parts of peritoneum,1
36563190,"Urothelial carcinoma, micropapillary of renal pelvis",1
36562254,"Adenocarcinoma, intestinal type of accessory sinus, NOS",1
437840,Exhibitionism,1
4197943,Taurodontism,1
4323287,Rupture of cord,1
44502714,Encapsulated papillary carcinoma of upper-inner quadrant of breast,1
37208258,Schwannoma of nerve of trunk,1
36547664,"Sarcoma, NOS, of testis, NOS",1
375736,"Trachoma, active stage",1
4110890,Tumor of spinal nerve and sheath,1
44503014,"Adenocarcinoma, intestinal type of gastric antrum",1
4002343,Overlapping malignant neoplasm of peripheral nerves and autonomic nervous system,1
36557173,"Hodgkin lymphoma, nodular lymphocyte predominant of lymph nodes of inguinal region or leg",1
42512137,"Neuroendocrine tumor, NOS, of intrahepatic bile duct",1
36523191,"Small cell carcinoma, NOS, of overlapping lesion of bladder",1
36554624,"Rhabdomyosarcoma, NOS, of breast, NOS",1
44501570,Cholangiocarcinoma of gallbladder,1
36717506,Infection caused by Pseudallescheria,1
44503542,"Squamous cell carcinoma, NOS, of palate, NOS",1
44499583,Cavernous hemangioma of occipital lobe,1
44500900,"Hemangioma, NOS, of cerebral meninges",1
4058989,"Rapidly progressive nephritic syndrome, diffuse membranous glomerulonephritis",1
4108759,Traumatic blister of ear region,1
36539582,"Ewing sarcoma of rib, sternum, clavicle and associated joints",1
44500700,"Malignant lymphoma, NOS, of skin of other and unspecified parts of face",1
36544983,Ganglioneuroblastoma of posterior mediastinum,1
36534017,"Follicular lymphoma, grade 1 of connective, Subcutaneous and other soft tissues of abdomen",1
36531879,"Neuroendocrine tumor, grade 2 of overlapping lesion of stomach",1
36530058,"Liposarcoma, well differentiated, NOS, of skin of lower limb and hip",1
36541354,"Endometrioid adenocarcinoma, NOS, of female genital tract, NOS",1
4294435,Primary cutaneous B-cell lymphoma,1
193597,Visible peristalsis,1
44500400,"Squamous cell carcinoma in situ, NOS, of nasal cavity",1
36553222,"Synovial sarcoma, NOS, of long bones of lower limb and associated joints",1
44500234,Pleomorphic carcinoma of parotid gland,1
40480518,Hyperplasia of gingiva,1
44501170,"Burkitt lymphoma, NOS, of colon, NOS",1
44502942,"Papillary adenocarcinoma, NOS, of cardia, NOS",1
137207,Lepromatous leprosy,1
765278,Cheilitis caused by Candida species,1
44501270,"Papillary cystadenocarcinoma, NOS, of parotid gland",1
44783259,Accidental puncture of pleura,1
36537012,"Ganglioglioma, anaplastic of overlapping lesion of brain",1
36540284,"Kaposi sarcoma of upper lobe, lung",1
44500300,Apocrine adenocarcinoma of central portion of breast,1
4013612,Fracture of first cervical vertebra,1
439669,Gonococcal anal infection,1
36550363,"Diffuse large B-cell lymphoma, NOS, of cranial nerve, NOS",1
36546436,"Fibrosarcoma, NOS, of connective, Subcutaneous and other soft tissues of thorax",1
4173186,Iatrogenic neonatal hypoglycemia,1
4146242,Disorder of hair shaft,1
44502557,"Endometrial stromal sarcoma, low grade of corpus uteri",1
36522472,ALK positive large B-cell lymphoma of lymph nodes of inguinal region or leg,1
40481839,Pneumonia caused by Histoplasma,1
36558668,"Intraductal carcinoma, noninfiltrating, NOS, of extrahepatic bile duct",1
36529207,"Marginal zone B-cell lymphoma, NOS, of connective, Subcutaneous and other soft tissues of head, face, and neck",1
4020013,"Superficial frostbite of abdominal wall, lower back and pelvis",1
4034987,Hypothalamic mass,1
36525329,Papillary urothelial carcinoma of urachus,1
37311902,Ocular late syphilis,1
36532230,"Pheochromocytoma, NOS, of cortex of adrenal gland",1
36546070,"Burkitt lymphoma, NOS, of connective, Subcutaneous and other soft tissues of thorax",1
3655683,Clear cell adenocarcinoma of peritoneum,1
36535287,"Subcutaneous panniculitis-like T-cell lymphoma of lymph node, NOS",1
44502608,"Squamous cell carcinoma, NOS, of vallecula",1
36527252,"Carcinosarcoma, NOS, of gallbladder",1
437531,Fetishism,1
36565618,"Synovial sarcoma, spindle cell of connective, Subcutaneous and other soft tissues of head, face, and neck",1
36402670,"Differentiated intraepithelial neoplasia of penis, NOS",1
36549442,"Diffuse large B-cell lymphoma, NOS, of connective, Subcutaneous and other soft tissues of upper limb and shoulder",1
36565277,"Precursor cell lymphoblastic lymphoma, NOS, of skin of trunk",1
36567020,"Marginal zone B-cell lymphoma, NOS, of connective, Subcutaneous and other soft tissues of lower limb and hip",1
36524172,"NK/T-cell lymphoma, nasal and nasal type of tongue, NOS",1
44502027,"Cystadenocarcinoma, NOS, of parotid gland",1
44501257,"Papillary urothelial carcinoma, non-invasive of dome of bladder",1
36522300,"Papillary carcinoma, NOS, of middle lobe, lung",1
36533896,"Neoplasm, malignant of overlapping lesion of brain",1
44503570,Dysembryoplastic neuroepithelial tumor of occipital lobe,1
36520626,"Polymorphous adenocarcinoma of soft palate, NOS",1
36548372,"Kaposi sarcoma of lymph nodes of head, face and neck",1
4181302,Fistula of joint of wrist region,1
36536361,"Squamous cell carcinoma, NOS, of ampulla of Vater",1
36562510,"Synovial sarcoma, NOS, of connective, Subcutaneous and other soft tissues of pelvis",1
44503170,"Embryonal rhabdomyosarcoma, NOS, of bladder, NOS",1
36549506,Ewing sarcoma of mandible,1
4066947,Transepidermal elimination disorders,1
36539648,Non-small cell carcinoma of trachea,1
36545221,"Fibrosarcoma, NOS, of connective, Subcutaneous and other soft tissues of upper limb and shoulder",1
44503136,"Squamous cell carcinoma, keratinizing, NOS, of upper lobe, lung",1
36525401,"Carcinoma, undifferentiated, NOS, of overlapping lesion of nasopharynx",1
4221837,Klumpke-D?jerine paralysis,1
36561333,"Serrated adenocarcinoma of rectum, NOS",1
36520083,"Giant cell sarcoma of connective, Subcutaneous and other soft tissues of trunk, NOS",1
36557194,"Solitary fibrous tumor, malignant of lower lobe, lung",1
36553250,"Carcinoma, undifferentiated, NOS, of tail of pancreas",1
44505042,"Kaposi sarcoma of lung, NOS",1
36550408,"Diffuse large B-cell lymphoma, NOS, of uterus, NOS",1
44498983,"Ependymoma, anaplastic of occipital lobe",1
36716021,Infection caused by Trichinella,1
4103381,Retinitis pigmentosa,1
36561297,"Mesonephroma, malignant of corpus uteri",1
44499985,"Ependymoma, anaplastic of cerebrum",1
44499962,Papillary urothelial carcinoma of urethra,1
4093955,Carcinoma in situ of splenic flexure,1
434868,Echinococcus multilocularis infection,1
36555624,"Hodgkin lymphoma, NOS, of mediastinum, NOS",1
192974,Secondary uterine inertia,1
36524363,"Papillary squamous cell carcinoma of mouth, NOS",1
36537433,Hepatosplenic T-cell lymphoma of liver,1
36528943,Tubular adenocarcinoma of overlapping lesion of digestive system,1
36544283,Tubular adenocarcinoma of head of pancreas,1
42512316,"Malignant peripheral nerve sheath tumor, epithelioid of peripheral nerves and autonomic nervous system of lower limb and hip",1
36559168,Secretory carcinoma of central portion of breast,1
45766300,Malignant optic glioma of adulthood,1
439918,Poliomyelitis osteopathy of the ankle and/or foot,1
4001478,Syphilitic bursitis,1
4234748,Neonatal disseminated listeriosis,1
36567449,"Gemistocytic astrocytoma, NOS, of overlapping lesion of brain",1
36534259,"Epithelioid sarcoma, NOS, of connective, Subcutaneous and other soft tissues of lower limb and hip",1
42534930,Open wound of right foot,1
608417,Left thigh injury,1
44501973,Myxofibrosarcoma of skin of other and unspecified parts of face,1
44502322,"Squamous cell carcinoma in situ, NOS, of mouth, NOS",1
4157039,Endotoxicosis,1
44501552,"Follicular lymphoma, grade 3 of intra-abdominal lymph nodes",1
36525177,Nodular melanoma of skin of upper limb and shoulder,1
36567727,"Mature T-cell lymphoma, NOS, of duodenum",1
36556512,"Squamous cell carcinoma in situ, NOS, of hypopharynx, NOS",1
36538115,"Malignant lymphoma, non-Hodgkin, NOS, of fallopian tube",1
439787,Ascorbic acid deficiency,1
4241773,Carcinoma in situ of descending colon,1
4343917,Arthritis caused by Spirochaetales,1
36566459,"Spindle cell carcinoma, NOS, of base of tongue, NOS",1
36521369,Noninfiltrating intraductal papillary adenocarcinoma of body of pancreas,1
4174891,Carcinoma of fallopian tube,1
44500369,Encapsulated papillary carcinoma with invasion of thyroid gland,1
4034439,Capillaria philippinensis infection,1
44503526,"Malignant lymphoma, non-Hodgkin, NOS, of sigmoid colon",1
44502607,"Squamous cell carcinoma, NOS, of external upper lip",1
36540404,"Medullary carcinoma, NOS, of cardia, NOS",1
375475,Meningoencephalitis due to acquired toxoplasmosis,1
36402594,Mixed cell adenocarcinoma of unknown primary site,1
36556431,"Malignant melanoma, NOS, of overlapping lesion of eye and adnexa",1
22426,Congenital macrostomia,1
75387,Closed lateral dislocation of proximal end of tibia,1
44499948,"Small cell carcinoma, NOS, of thoracic esophagus",1
44500667,Kaposi sarcoma of skin of other and unspecified parts of face,1
4151176,Benign tumor of soft tissue of back,1
44499731,"Transitional cell carcinoma, NOS, of maxillary sinus",1
36535839,"Marginal zone B-cell lymphoma, NOS, of thymus",1
44501786,"Adenocarcinoma, NOS, of anterior wall of bladder",1
35622339,Leiomyosarcoma of cervix uteri,1
44503156,"Papillary cystadenocarcinoma, NOS, of thyroid gland",1
4112970,Optic nerve glioma,1
36566008,"Embryonal rhabdomyosarcoma, NOS, of parotid gland",1
36521399,Adenosquamous carcinoma of liver,1
36549045,"Neoplasm, malignant of overlapping lesion of rectum, anus and anal canal",1
37164916,Inflammation of anterior lid margin,1
36542527,"Carcinoma in situ, NOS, of overlapping lesion of cervix uteri",1
4003836,Immunoproliferative small intestinal disease (clinical),1
4318717,Abnormal jaw movement,1
44501301,"Malignant lymphoma, large B-cell, diffuse, immunoblastic, NOS, of tonsil, NOS",1
4097258,Benign neoplasm of hand bones,1
40482072,Blastic plasmacytoid dendritic cell neoplasm,1
36402407,"Mucinous cystadenocarcinoma, NOS, of unknown primary site",1
433805,Abnormal jaw closure,1
36517340,"Diffuse large B-cell lymphoma, NOS, of overlapping lesion of colon",1
44502288,"Comedocarcinoma, noninfiltrating of lower-inner quadrant of breast",1
36565961,Langerhans cell sarcoma of bones of skull and face and associated joints,1
432244,Streptobacillary fever,1
4275410,Myxedematous form of cretinism,1
42512291,"Solitary fibrous tumor, malignant of temporal lobe",1
4052359,Abrasion of skin of breast,1
36557210,"Diffuse large B-cell lymphoma, NOS, of tonsillar fossa",1
44502777,"Clear cell adenocarcinoma, NOS, of head of pancreas",1
44500816,Hemangiosarcoma of parotid gland,1
44501718,Cribriform carcinoma in situ of central portion of breast,1
441536,Mixed acid-base balance disorder,1
36550985,Psammomatous meningioma of spinal cord,1
36546382,"Malignant lymphoma, NOS, of eyelid",1
44500880,"Comedocarcinoma, noninfiltrating of central portion of breast",1
135466,Gonococcal bursitis,1
432580,Ariboflavinosis,1
36546148,"Adenocarcinoma in tubulovillous adenoma of small intestine, NOS",1
438362,"Pinta, primary lesion",1
37116669,Collecting duct carcinoma of kidney,1
443978,"Burn involving more than 90 percent of body surface, with 80-89 percent of body surface with full thickness burn",1
135764,Mycosis fungoides of lymph nodes of multiple sites,1
4316347,Congenital anomaly of choroid,1
4050989,Injury of ovary with open wound into abdominal cavity,1
36520910,Mucoepidermoid carcinoma of vestibule of mouth,1
316494,Cerebrovascular disorder in the puerperium,1
36534409,"Follicular lymphoma, grade 1 of gallbladder",1
4110251,Generalized junctional epidermolysis bullosa,1
4062119,Obstetric anesthesia with cardiac complications,1
36537324,Infiltrating ductular carcinoma of overlapping lesion of breast,1
36533746,"Spindle cell sarcoma of connective, Subcutaneous and other soft tissues, NOS",1
377487,Post measles encephalitis,1
4110417,Carcinoma of vermilion border of lower lip,1
44501582,Atypical medullary carcinoma of lower-outer quadrant of breast,1
36715646,Anterior cord syndrome of cervical spinal cord,1
36551428,Superficial basal cell carcinoma of skin of other and unspecified parts of face,1
36551053,"Hemangioma, NOS, of spinal meninges",1
44501016,Low grade serous carcinoma of cervix uteri,1
4153074,Cut of hand,1
4077963,Dissociative stupor,1
44503186,Mantle cell lymphoma of intra-abdominal lymph nodes,1
44499786,"NK/T-cell lymphoma, nasal and nasal type of skin of other and unspecified parts of face",1
36530364,"Dedifferentiated liposarcoma of connective, Subcutaneous and other soft tissues of upper limb and shoulder",1
4300554,Verrucous carcinoma of oral cavity,1
36522415,"Mature T-cell lymphoma, NOS, of supraglottis",1
36566846,Large cell neuroendocrine carcinoma of ovary,1
36544132,"Oligoastrocytoma, NOS, of optic nerve",1
44502837,"Germinoma of nervous system, NOS",1
4242812,Benign neoplasm of olfactory nerve,1
44499611,"Diffuse large B-cell lymphoma, NOS, of descended testis",1
36523233,"Malignant melanoma, NOS, of penis, NOS",1
44500879,"Mucinous adenocarcinoma of billiary tract, NOS",1
4048148,Congenital Escherichia coli pneumonia,1
36519025,"Squamous cell carcinoma, adenoid of upper Gum",1
45757541,Acquired disseminated toxoplasmosis,1
36561673,"Osteosarcoma, NOS, of kidney, NOS",1
36525423,"Diffuse large B-cell lymphoma, NOS, of overlapping lesion of brain and central nervous system",1
36550870,Capillary hemangioma of temporal lobe,1
44501408,"Neuroendocrine tumor, grade 2 of lower lobe, lung",1
44500472,"Ganglioglioma, NOS, of temporal lobe",1
44499868,"Small cell carcinoma, NOS, of pancreas, NOS",1
44498943,"Squamous cell carcinoma, keratinizing, NOS, of ventral surface of tongue, NOS",1
36519800,"Transitional cell carcinoma, NOS, of overlapping lesion of urinary organs",1
36522565,"Mantle cell lymphoma of oropharynx, NOS",1
36402437,"Papillary carcinoma, NOS, of unknown primary site",1
42536824,Laceration of superficial palmar arch,1
44501740,"Carcinosarcoma, NOS, of lower lobe, lung",1
36540038,"Mixed germ cell tumor of scrotum, NOS",1
44501683,"Diffuse large B-cell lymphoma, NOS, of cardia, NOS",1
4019343,Open injury of bronchus,1
36544143,"Plexiform neurofibroma of autonomic nervous system, NOS",1
36541667,"Neoplasm, malignant of overlapping lesion of bones, joints and articular cartilage",1
4143808,Congenital complete absence of lower limb,1
4049041,Overfeeding in newborn,1
36560519,"Adenocarcinoma in situ, NOS, of small intestine, NOS",1
44501833,"Verrucous carcinoma, NOS, of penis, NOS",1
35625105,Left femoral hernia with gangrene,1
4132494,Ocular syphilis,1
194988,Bilateral recurrent inguinal hernia with gangrene,1
36536473,"NK/T-cell lymphoma, nasal and nasal type of connective, Subcutaneous and other soft tissues of abdomen",1
36402662,Undifferentiated sarcoma of unknown primary site,1
36676839,Arthropathy of joint of left hand,1
36527763,"Neuroblastoma, NOS, of peripheral nerves and autonomic nervous system of abdomen",1
36567471,"Chordoma, NOS, of bone, NOS",1
4056568,Injury of dorsal vein of foot,1
36522147,"Small cell carcinoma, NOS, of endocervix",1
36517778,"Epithelioid hemangioendothelioma, NOS, of connective, Subcutaneous and other soft tissues of head, face, and neck",1
4109941,Congenital gastrointestinal-urinary tract fistula,1
36547476,"Carcinoma, undifferentiated, NOS, of cecum",1
36535108,"Rhabdomyosarcoma, NOS, of connective, Subcutaneous and other soft tissues of upper limb and shoulder",1
36558440,"Langerhans cell histiocytosis, disseminated of skin of lower limb and hip",1
44501429,Hemangiosarcoma of upper-outer quadrant of breast,1
44501947,Mucoepidermoid carcinoma of sublingual gland,1
36553564,"Mesothelioma, malignant of retroperitoneum",1
36531154,Nerve sheath myxoma of spinal cord,1
1553447,"Ewing sarcoma of rectum, NOS",1
44501343,"Cribriform carcinoma, NOS, of parotid gland",1
36546611,"Mature T-cell lymphoma, NOS, of oropharynx, NOS",1
4115267,Carcinoma of lesser curve of stomach,1
44499007,"Papillary carcinoma, NOS, of lower lobe, lung",1
44502565,"Meningioma, NOS, of spinal cord",1
36533558,"Marginal zone B-cell lymphoma, NOS, of lateral wall of bladder",1
4110873,Carcinoma of vagina,1
36527760,"Squamous cell carcinoma, adenoid of middle third of esophagus",1
42511874,"Clear cell sarcoma, NOS, of skin of upper limb and shoulder",1
36535715,"Sarcoma, NOS, of skin of scalp and neck",1
44502747,"Malignant lymphoma, non-Hodgkin, NOS, of fundus of stomach",1
44503033,Adenosquamous carcinoma of thyroid gland,1
36532240,"Transitional cell carcinoma, NOS, of urachus",1
36565999,"Small cell carcinoma, NOS, of hypopharynx, NOS",1
4156665,Deformity of fibula,1
4118276,Tenderness of right hypochondrium,1
4027542,Congenital anomaly of mandible,1
36546008,Intraductal papillary adenocarcinoma with invasion of body of pancreas,1
44499489,"Squamous cell carcinoma, keratinizing, NOS, of nasal cavity",1
4065195,Secondary angle-closure glaucoma,1
4262939,Rocio virus disease,1
4003346,Avulsion of neck,1
760726,Marginal zone lymphoma of thoracic lymph node,1
36555703,"Papillary adenocarcinoma, NOS, of overlapping lesion of lung",1
443821,"Burn involving more than 90 percent of body surface, with 40-49 percent of body surface with full thickness burn",1
194873,Mixed intestinal infection caused by Cestoda and/or Trematoda and/or Phylum Nemata,1
4096347,Gouty arthropathy,1
36568204,"Tumor cells, malignant of lung, NOS",1
4219402,Malignant teratoma of descended testis,1
36538741,Teratocarcinoma of anterior mediastinum,1
36715944,Infection caused by Spirillum,1
36567918,"Squamous cell carcinoma, microinvasive of maxillary sinus",1
44498940,"Combined small cell carcinoma of lung, NOS",1
44503569,"Glioma, malignant of occipital lobe",1
373211,Alternating esotropia with A pattern,1
36526020,Hidradenocarcinoma of skin of upper limb and shoulder,1
36531554,"Marginal zone B-cell lymphoma, NOS, of connective, Subcutaneous and other soft tissues of upper limb and shoulder",1
44500561,"Diffuse large B-cell lymphoma, NOS, of lower lobe, lung",1
36536051,Germinoma of retroperitoneum,1
36526224,"Squamous cell carcinoma, NOS, of overlapping lesion of lip, oral cavity and pharynx",1
4003027,Overlapping malignant neoplasm of penis,1
36536801,Low grade serous carcinoma of myometrium,1
36528027,"Langerhans cell histiocytosis, disseminated of middle ear",1
36551542,Fibrous meningioma of cerebrum,1
4024266,Hypocupremia,1
36558661,Mucinous adenocarcinoma of overlapping lesion of corpus uteri,1
443590,Infection caused by Brucella melitensis,1
36548025,"Marginal zone B-cell lymphoma, NOS, of overlapping lesion of lung",1
36521653,"Follicular lymphoma, grade 2 of lymph nodes of multiple regions",1
44500032,"Mucoepidermoid carcinoma of base of tongue, NOS",1
44505531,"Neoplasm, malignant of eyelid",1
44501068,"Squamous cell carcinoma, NOS, of prepuce",1
44500653,Intraductal carcinoma and lobular carcinoma in situ of upper-outer quadrant of breast,1
36557534,Giant cell sarcoma of skin of upper limb and shoulder,1
4316746,Neoplasm of uncertain behavior of urethra,1
36536944,"Malignant lymphoma, non-Hodgkin, NOS, of lesser curvature of stomach, NOS",1
44502287,Mucinous adenocarcinoma of fundus of stomach,1
36531262,Undifferentiated sarcoma of prostate gland,1
37204004,Open-angle glaucoma of right eye,1
36535072,"Precursor T-cell lymphoblastic leukemia of pleura, NOS",1
36548174,"Squamous cell carcinoma, NOS, of overlapping lesion of breast",1
4220197,Cannabis intoxication delirium,1
36526031,"Lipoma, NOS, of brain stem",1
44500651,"Mucinous cystadenocarcinoma, NOS, of body of pancreas",1
36541222,"Malignant tumor, spindle cell type of small intestine, NOS",1
1076915,Enteropathic arthritis of glenohumeral joint,1
45767040,Osteoporotic fracture of hand,1
4114973,Partial trisomy 18 in Edward's syndrome,1
4201562,Finding of depth of anterior chamber,1
36684699,Pigmentary glaucoma of left eye,1
4309007,Heart transplant failure and rejection,1
44501587,"Paraganglioma, NOS, of spinal cord",1
607814,Acquired deformity of hip region,1
44501304,"Small cell carcinoma, NOS, of upper-outer quadrant of breast",1
44500617,Subependymoma of spinal cord,1
36675105,Injury of right foot,1
44503574,"Diffuse large B-cell lymphoma, NOS, of head, face or neck, NOS",1
44499415,"Anaplastic large cell lymphoma, T-cell and Null-cell type of intra-abdominal lymph nodes",1
36546604,"Papillary adenocarcinoma, NOS, of hepatic flexure of colon",1
4347528,Localized tetanus,1
44501353,Encapsulated papillary carcinoma of lower-outer quadrant of breast,1
36549761,Malignant eccrine spiradenoma of skin of trunk,1
44503076,"Squamous cell carcinoma, microinvasive of skin of lip, NOS",1
42534931,Open wound of left foot,1
36533883,"Leiomyosarcoma, NOS, of descending colon",1
36537327,"Neuroendocrine carcinoma, NOS, of upper-inner quadrant of breast",1
44501253,"Squamous cell carcinoma, NOS, of lateral floor of mouth",1
36519179,"Small cell carcinoma, NOS, of bladder neck",1
4113637,"Carcinoma of breast - lower, inner quadrant",1
36520381,"Plasmablastic lymphoma of connective, Subcutaneous and other soft tissues of thorax",1
44502189,Cavernous hemangioma of cerebrum,1
44500432,"Squamous cell carcinoma, keratinizing, NOS, of skin of lip, NOS",1
44499530,Mixed germ cell tumor of pituitary gland,1
36561329,"Mature T-cell lymphoma, NOS, of specified parts of peritoneum",1
440822,Periostitis,1
36535106,"Epithelioma, malignant of mouth, NOS",1
36560170,"Malignant lymphoma, NOS, of renal pelvis",1
4195567,Irradiated enamel,1
36551205,"Adenosquamous carcinoma of base of tongue, NOS",1
36684635,Pigmentary glaucoma of right eye,1
44501025,"Adenocarcinoma with neuroendocrine differentiation of breast, NOS",1
36544653,"Squamous intraepithelial neoplasia, high grade of thoracic esophagus",1
36567581,"Neurofibromatosis, NOS, of cerebellum, NOS",1
4009800,Complication of inhalation therapy,1
36715796,Primary adenocarcinoma of palate,1
36559770,"Diffuse large B-cell lymphoma, NOS, of endometrium",1
