concept_id,concept_name,patient_count
434782,Closed fracture of tibia AND fibula,992
40483378,Closed fracture of distal tibia and distal fibula,992
4237168,Abscess of thorax,990
42538693,Primary endometrioid carcinoma of endometrium,990
37166788,Endometrioid carcinoma of endometrium,990
193437,Neoplasm of uncertain behavior of female genital organ,989
4230641,Chronic pansinusitis,989
436954,Drug abuse,989
37167888,Fetal disorder due to maternal disorder during pregnancy,989
74740,Polydactyly,988
4229751,Polymelia,988
43021632,Congenital abnormality of systemic artery,986
4232181,Chronic duodenal ulcer with hemorrhage,985
4220238,Multiple congenital cysts of kidney,985
37017127,Gingival disease due to traumatic injury,984
4012209,Temporary loss of memory,984
4083550,Deficiency of ligaments of knee joint,984
437306,Transient global amnesia,984
4239381,Psychoactive substance abuse,982
46273390,Dependence on respirator,981
46270151,Dependence on respiratory device,981
192855,Carcinoma in situ of urinary bladder,979
256439,Allergic rhinitis caused by pollen,978
4131612,Neoplasm of cardia of stomach,978
4048236,Disorder of epiglottis,978
4094856,Malignant tumor of cardia,977
44502342,"Signet ring cell carcinoma of stomach, NOS",977
46269816,Ascites due to alcoholic cirrhosis,977
432838,Primary malignant neoplasm of cardia of stomach,976
196328,Salmonella gastroenteritis,976
3657564,Burn of wrist and hand,974
4032438,Urethral stenosis,973
195590,Urethral stricture,973
44500984,"Squamous cell carcinoma, NOS, of upper lobe, lung",973
4130372,Congenital anomaly of intestinal tract,972
198202,Cystocele,970
45766773,Open fracture of hand,970
37311188,Blister of skin,970
444063,Injury of urethra,969
438491,Failed medical induction of labor,969
4101149,Non-organic psychosis,969
4090398,Pinna finding,968
376703,Disorder of pinna,968
4183247,Deformity of thoracic spine,967
4162997,Carcinoma of esophagus,967
40487059,Sepsis caused by Staphylococcus,966
4129730,Neoplasm of skin of lower limb,965
437833,Hypokalemia,965
4001317,Acquired anomaly of ear,964
4116323,Tear of medial meniscus of knee,963
433131,Mumps without complication,963
438039,Injury caused by animal,962
36717481,Injury of nerve at forearm level,962
4027460,Closed pertrochanteric fracture,962
432513,Animal bite wound,962
4133643,Thoracic back pain,962
4257686,Arthropod bite wound,962
4151842,Bite - wound,962
380706,Regular astigmatism,961
37168677,Neovascularization of eye,960
140062,Iodine hypothyroidism,960
4198102,Microangiopathic hemolytic anemia,956
320416,Diseases of mitral and aortic valves,954
4131746,Neoplasm of pelvic peritoneum,953
201996,Internal injury of abdominal organs with open wound into cavity,952
4168705,Albuminuria,951
201061,Diaphragmatic hernia,951
4297491,Pityriasis alba,951
4161285,Common peroneal neuropathy,951
437262,Common peroneal nerve lesion,951
198108,Benign neoplasm of fallopian tubes and uterine ligaments,950
4239882,Benign neoplasm of fallopian tube,950
4240040,Benign neoplasm of pelvic peritoneum,950
133384,Burn any degree involving less than 10 percent of body surface,950
46271075,Acute hypoxemic respiratory failure,948
4115276,Non-small cell lung cancer,948
79072,Inflammatory disorder of breast,947
4025198,Hemorrhagic complication of pregnancy,944
4051125,Open wound of gum,942
36716584,Traumatic amputation of part of head,942
316795,Congenital anomaly of peripheral blood vessel,942
197136,Injury of small intestine without open wound into abdominal cavity,940
378439,Fourth nerve palsy,940
46271527,Supraglottitis,939
4214374,Epiglottitis,939
4105773,Acute epiglottitis,939
46273161,Bursitis of lower limb,938
441553,Myoclonus,938
4186461,Medication-induced movement disorder,938
4131106,Neoplasm of cranial nerve,938
438583,Open fracture of femur,938
257010,Abscess of lung,937
4018050,Localized infection,937
80187,Medial epicondylitis,936
4250146,Intestinal hernia,936
441259,Non-thrombocytopenic purpura,936
4130027,Subclinical iodine deficiency hypothyroidism,935
4183422,Subclinical hypothyroidism,935
4044351,Injury of nerve of lower extremity,934
81636,Excessive fetal growth affecting management of mother,933
314059,Right bundle branch block,931
42536845,Injury of Achilles tendon,930
4195061,Microalbuminuria,928
4030664,Proteinuric nephropathy due to diabetes mellitus,928
4128221,Microalbuminuric diabetic nephropathy,928
4189855,Chronic arthropathy,928
377877,Esotropia,927
4112117,Crush injury of musculoskeletal structure,927
4280071,Thrombocytosis,925
438383,Essential thrombocythemia,925
437623,Polyhydramnios,925
1244370,Melanocytic nevus of region of face,925
4218552,Ankle instability,924
40482440,Instability of foot joint,924
437985,Disturbance of temperature regulation of newborn,923
607217,Psychoactive substance-induced intoxication,922
197328,Abscess of intestine,921
197916,Obstructed hernia of anterior abdominal wall,921
4181484,Malignant tumor of mediastinum,920
37109302,Primary malignant neoplasm of left kidney,919
75010,Fibroadenosis of breast,918
4135751,Fracture of talus,918
320744,Complete atrioventricular block,918
4145094,Traumatic tympanic membrane perforation,917
4300116,Squamous neoplasm of surface epithelium,916
4123293,Dislocation of temporomandibular joint,916
437233,Multiple myeloma,915
78235,Disorder of coccyx,915
436936,Benign neoplasm of cranial nerve,915
4081086,Disturbance of hair cycle,914
4272156,Prurigo nodularis,914
438693,Primary malignant neoplasm of mediastinum,914
4165047,Fracture of multiple bones of upper limb,913
42709942,Trigeminal autonomic cephalalgia,912
381278,Cluster headache,912
432620,Disorder of choroid of eye,909
4090268,Choroid finding,909
260315,Tuberculosis of lung with cavitation,909
35624744,"Bipolar disorder, most recent episode manic",908
4193873,Bacterial musculoskeletal infection,908
440078,"Bipolar affective disorder, current episode manic",908
37109303,Primary malignant neoplasm of right kidney,906
4164343,Traumatic hematoma,906
4104431,Alcohol intoxication,906
4182553,Disorder of accommodation,905
37110629,Injury of biceps brachii muscle,905
37110631,Injury of tendon of biceps brachii,905
4195665,Gastrointestinal tract vascular insufficiency,904
4137945,Fracture of scaphoid bone of wrist,904
4171915,Orchitis,903
4256924,Acquired hydrocephalus,902
318775,Venous embolism,901
438134,Hypersomnia,901
140173,Telogen effluvium,900
37119234,Disorder of musculoskeletal system following procedure,900
4119134,Thrombocytopenic purpura,899
4153877,Post-traumatic wound infection,899
434902,Autistic disorder of childhood onset,898
4016131,Fracture of great toe,897
4151987,Injury of great toe,897
4193167,Bacterial urogenital infection,896
4136717,Fracture of shaft of radius,895
4239865,Benign neoplasm of blood vessel,894
4130839,Neoplasm of lymph node,894
42709742,Swelling of lower limb,894
4182110,Rheumatic heart valve regurgitation,893
4179877,Autoimmune connective tissue disorder,893
4078446,Subarachnoid hemorrhage from middle cerebral artery aneurysm,892
443597,Chronic kidney disease stage 3,891
4178817,Infectious sequelae of disorders,891
37162596,Primary adenocarcinoma of bile duct,890
435543,Primary angle-closure glaucoma,889
37209029,Primary angle closure,889
4062791,"Endocrine, nutritional and metabolic disease complicating pregnancy, childbirth and puerperium",887
375820,Adhesive middle ear disease,887
81939,Recurrent dislocation of joint,883
4165905,Disorder of right cardiac ventricle,882
4116633,Finding of right ventricle,882
42537742,Transplanted liver present,882
443386,Malignant tumor of duodenum,881
4032587,Disorder of testis and epididymis,881
443580,Systolic heart failure,880
435752,Primary malignant neoplasm of duodenum,880
4103031,Deformity of knee joint,880
194710,Placenta previa without hemorrhage,880
37167861,Fetal disorder due to disorder of amniotic cavity and/or membrane,879
434376,Acute myocardial infarction of anterior wall,879
607925,Herbicide and/or fungicide poisoning,879
46269831,Cholangitis due to bile duct calculus with obstruction,878
317302,Sinus node dysfunction,877
4261842,Sick sinus syndrome,877
80552,Closed fracture of scaphoid bone of wrist,877
40482783,Splinter foreign body,876
4127437,Disorder of jejunum,876
73872,Congenital deformity of knee joint,875
4207191,Fungal gastrointestinal infection,875
4009296,Multiple fractures of thoracic spine,874
4182711,Vasculitis of the skin,874
618641,Acute psychosis,873
4209549,Closed multiple fractures of thoracic spine,872
4008269,Parainfluenza,870
193133,Gastrointestinal candidiasis,869
4275521,Contents of ear canal - finding,868
4131101,Excessive cerumen in ear canal,868
4155902,Wax in ear canal,868
374375,Impacted cerumen,868
45757798,Proliferative retinopathy,868
195862,Urethritis,867
373478,Presbyopia,867
4213507,Dislocation of joint of digit,866
438170,Acute myocardial infarction of inferior wall,866
4262443,Chronic arthritis,864
45769905,Microalbuminuria due to type 2 diabetes mellitus,859
45757499,Proteinuria due to type 2 diabetes mellitus,859
434323,Disorder of sulfur-bearing amino acid metabolism,858
194108,Injury of perineum,858
42537310,Neonatal metabolic disorder,858
442274,Oligomenorrhea,857
74816,Contusion of toe,857
4021670,Perineal pain,857
4168216,Pelvic and perineal pain,857
4090884,Frontoethmoidal sinus finding,855
4282532,Fracture of distal phalanx of finger,855
43531028,Mononeuropathy of lower limb,854
4066941,Caf? au lait spots,853
4048767,Oral fistula,853
42709746,Swelling of upper limb,853
4095779,Nipple finding,852
4057432,Mediastinal emphysema,852
195664,"Disorder of retroperitoneal region, excluding major organs",850
4171106,Perinatal neurological disorder,849
438542,Gestation less than 24 weeks,848
4054499,Neoplasm of jaw,848
4308074,Pyogenic granuloma,848
40492320,Tuberculosis of abdomen,846
4049930,Closed injury of urethra,845
44499488,"Squamous cell carcinoma, NOS, of lower lobe, lung",845
4299544,Acanthosis nigricans,844
200831,Congenital anomaly of penis,844
40352976,Scleroderma,843
45770919,Infantile and/or juvenile cataract,842
36717156,Acidosis due to type 2 diabetes mellitus,838
4136498,Fracture of two ribs,838
23731,Benign neoplasm of larynx,838
4305304,Nonreassuring fetal status,837
4133009,Injury of female genital system,836
4122059,Fetal distress - in labor,835
44501404,"Adenocarcinoma, NOS, of lower lobe, lung",835
376401,Traumatic cataract,834
4094966,Injury of lens,834
36714695,Somatic dysfunction of back region,833
375827,Acute non-suppurative serous otitis media,833
81937,Traumatic arthropathy of the hand,832
4154632,"Benign neoplasm of nose, middle ear and accessory sinuses",831
436278,Contusion of thigh,831
4180314,Hereditary disorder of nervous system,830
4087682,Diabetic foot,829
312998,Pain in thoracic spine,828
4194543,Acute peptic ulcer with perforation,827
4095633,Capillary finding,827
321876,Disorder of capillaries,827
605027,Conductive hearing loss of right ear,826
762424,Left conductive hearing loss,826
605029,Conductive hearing loss of left ear,826
433495,"Conductive hearing loss, bilateral",826
4131454,Neoplasm of middle lobe of right lung,825
72459,Closed fracture of two ribs,825
1075326,Right lung neoplasm,825
4152960,Laceration of lower limb,825
4316053,Neoplasm of uncertain behavior of uterine adnexa,824
200675,Neoplasm of uncertain behavior of ovary,824
132703,Lichen planus,823
4052213,Injury to blood vessels of lower limb,823
4131607,Neoplasm of lateral wall of oropharynx,823
197606,Female infertility of tubal origin,822
4025663,Obstructed inguinal hernia,818
4138962,Acute duodenal ulcer without hemorrhage AND without perforation,818
4057177,Injury of muscle and tendon at ankle and foot level,816
37171378,Multiple superficial injuries,816
4242238,Intrapartum hemorrhage,816
4138374,Congenital anomaly of the thyroid gland,815
42538528,Congenital anomaly of great vessel,815
4314093,Congenital iodine deficiency syndrome,815
4179244,Disorder related to transplantation,815
4239144,Multiple malformation syndrome due to non-infectious environmental agents,815
439934,Meconium aspiration syndrome,814
4110914,Sequelae of injuries of neck and trunk,813
4159654,Venomous bite wound,812
441191,Poisoning due to bite of venomous arthropod,812
441793,Infection caused by Cestoda and/or Trematoda and/or Phylum Nemata,812
40492407,Ulcer of anastomosis,811
4183009,Jejunal ulcer,811
4116332,Disorder of gastrointestinal anastomosis,811
36713503,Peptic anastomotic ulcer,811
4059178,Gastrojejunal ulcer,811
133728,Congenital hypothyroidism,810
436826,Closed fracture of shaft of radius,808
4184403,Scoliosis of thoracic spine,808
4152372,Simple diverticular disease of large intestine,807
4131932,Neoplasm of Waldeyer's ring,806
36715746,Fracture of second lumbar vertebra,806
4111566,Disorders of both mitral and tricuspid valves,805
37110646,Injury of tendon at forearm level,804
45757307,Closed fracture of second lumbar vertebra,804
4062388,Injury of muscle and tendon at forearm level,804
134735,Chronic osteomyelitis,804
193693,Viral hepatitis without hepatic coma,803
4129213,Disorder of nipple,802
40483262,Inflammation of joint of shoulder region,801
4043716,Neuropathy due to infection,800
4180111,Third trimester pregnancy less than 36 weeks,800
372896,Stimulus deprivation amblyopia,800
4205497,Lymphedema of limb,799
443943,Herpes zoster,799
4309070,Edema of extremity,799
439840,Lymphangitis,798
194382,External hemorrhoids,798
42872883,Mass of palatine tonsil,798
4130836,Neoplasm of tonsil,798
4113237,Intraspinal space-occupying lesion,795
4053597,Open wound of neck,795
74777,Closed fracture of talus,793
37116366,Pneumonia caused by Gram positive bacteria,793
4010385,Fracture of first metacarpal bone,790
4114158,Pulmonary valve finding,790
4336254,Dystrophia unguium,788
4342872,Pancreatic duct disorder,788
4177242,Malignant tumor of lower limb,788
36715949,Infection caused by beta-hemolytic Streptococcus,787
4029499,Infectious disease of brain,787
443734,Ketoacidosis due to type 2 diabetes mellitus,786
319845,Pulmonary valve disorder,786
36716824,Acute eruption of skin,786
40490966,Abnormality of pulmonary valve,786
4130017,Congenital hypothyroidism without goiter,786
4106351,Superficial injury of upper arm,785
434281,Aspergillosis,785
4170637,Superficial injury of shoulder,785
433064,Superficial injury of shoulder and upper arm,785
607208,Acute alcohol intoxication,784
4299417,Basal cell carcinoma of face,784
37155435,In situ neoplasm of skin,783
4094118,"Neoplasm of uncertain or unknown behavior of brain, supratentorial",783
4114159,Pulmonary valve lesion,782
4130040,Neoplasm of spinal cord,781
4111720,Sequelae of subarachnoid hemorrhage,781
4010007,Edema of the upper extremity,781
4209080,Postsurgical lymphedema,781
438178,Postmastectomy lymphedema syndrome,781
42709748,Lymphedema of upper limb,781
4260546,Ulcerative stomatitis,779
4083490,Fracture of cuneiform,779
436700,Exophthalmos,779
1075361,Arthritis of shoulder region joint,779
45757294,Open fracture of naso orbital ethmoid,778
619253,Congenital dislocation of joint,778
4167532,Congenital dislocation of hip,778
141371,Pityriasis rosea,777
4162701,Abducens nerve disorder,777
438406,"Severe major depression, single episode, with psychotic features",776
4250023,Severe major depression with psychotic features,776
37111697,Major depression with psychotic features,776
4131009,Neoplasm of endocervix,775
4201236,Finding of general observation of eye,775
4239149,Fracture of three ribs,774
4154760,Disorder of lens capsule,774
35624213,Secondary cataract,774
4181338,Malignant tumor of oropharynx,774
4043747,Spastic cerebral palsy,774
4103650,Disorder of Bartholin's gland,773
4067861,Deviation of finger,773
4060429,"Disease of the respiratory system complicating pregnancy, childbirth and/or the puerperium",772
36716871,Cyst of neck,772
4215136,Thyroglossal duct cyst,772
4121278,Immunoglobulin heavy chain deficiency,771
4168213,Chest pain on breathing,771
4110155,Injury of artery of upper limb,771
73884,Closed fracture of three ribs,770
4311246,Pre-existing hypertension in obstetric context,770
136516,Congenital pes planus,770
132853,Lymphoid leukemia,770
434063,Jaw to cranial base anomaly,770
4043737,Dissection of cervicocerebral artery,769
3654899,Dissection of intracranial artery,769
4159164,Disorder of basilar artery,769
765899,Dissecting aneurysm of cerebral artery,769
37016924,Dissection of cerebral artery,769
36714693,Somatic dysfunction of lower limb,769
4054818,Neoplasm of mandible,768
201461,Disorder affecting transplanted structure,768
4179875,Antibody-mediated activation and inactivation,768
40571981,Glioma,767
4061735,Abscess of limb,766
37110539,Glioma of central nervous system,766
44782773,Cerebral infarction due to vertebral artery occlusion,765
37309681,Delirium due to substance withdrawal,765
377830,Alcohol withdrawal delirium,765
4159863,Streptococcal skin disorder,764
37110622,Injury of muscle of long head of biceps,764
37110624,Injury of tendon of long head of biceps,764
37110619,Injury of tendon at upper arm level,764
4299440,Vascular disorder of pelvis,763
133729,Hyperparathyroidism,762
441545,Somatization disorder,762
375249,Traction detachment of retina,761
4320787,Orchitis without abscess,761
4095156,Malignant neoplasm of endocervical canal,761
432590,Delusional disorder,760
440032,Cytomegalovirus infection,760
760999,Primary malignant neuroendocrine neoplasm of large intestine,760
40482784,Malignant neoplasm of skeletal system,760
44499724,"Basal cell carcinoma, NOS, of skin of other and unspecified parts of face",760
440635,Disease caused by Betaherpesvirinae,760
4324123,Cutaneous lupus erythematosus,758
4131931,Malignant lymphoma of lymph nodes,757
4131745,Neoplasm of pancreatic duct,756
4327889,Thromboembolism of vein,756
44499818,"Infiltrating duct carcinoma, NOS, of lower-outer quadrant of breast",756
36714927,Sequelae of infectious disease,756
4032466,Myringitis,755
201894,Acute vascular insufficiency of intestine,755
4048489,Recurrent acute sinusitis,755
4148256,Acute GIT vascular insufficiency,755
4110492,Recurrent sinusitis,755
4341631,Perforation of small intestine,755
443600,Localized infection of skin AND/OR subcutaneous tissue,755
4118291,Tympanic membrane inflamed,755
4099994,Congenital abnormality of cardiac connection,755
4181200,Neoplasm of ear,754
320073,Neutropenia,753
4119158,Neutropenic disorder,753
4023313,Quantitative disorder of neutrophils,753
4146135,Febrile leukopenia,752
4247584,Dermatitis of eyelid,752
43021132,Toxic metabolic encephalopathy,752
4100858,Selective immunoglobulin G deficiency,751
196160,Fistula of intestine,751
1244591,Neuroendocrine neoplasm of large intestine,750
4313328,Complete luxation of lens,750
444400,Luxation of eye,750
4317284,Respiratory tract hemorrhage,750
381033,Aphakia,750
4159366,Lesion of nipple,749
4321586,Gastric ulcer with perforation,748
4340781,Perforation of stomach,748
435205,Benign neoplasm of oropharynx,748
4056780,Acute uterine inflammatory disease,745
1075524,Malignant neoplasm of nipple,744
1075518,Malignant neoplasm of areola,744
4095786,Areola finding,744
1075523,Neoplasm of nipple,744
1075508,Malignant neoplasm of nipple and areola,744
37311337,Mass of nipple of breast,744
1075517,Neoplasm of areola,744
4050102,Open wound of perineum,743
4206872,Closed fracture of great toe,742
138994,Myelodysplastic syndrome (clinical),742
4180943,Neonatal cardiovascular disorder,740
440374,Obsessive-compulsive disorder,740
380415,Acute otitis externa,739
373166,Benign neoplasm of mandible,738
433730,Disorder of thymus gland,738
4136842,Fracture of cuboid,738
4241139,Benign neoplasm of jaw,738
4066824,Discoid lupus erythematosus,738
4246724,Contusion of nose,738
4344265,Soft tissue lesion of pelvic region,737
81358,Transverse OR oblique presentation of fetus,736
705076,Post-acute COVID-19,735
140362,Hypoparathyroidism,733
4102481,Nerve root and plexus compressions in intervertebral disc disorders,732
435802,Blepharospasm,732
28974,Candidiasis of the esophagus,730
4209011,Pulmonic valve stenosis,730
4146517,Chronic peptic ulcer with perforation,728
37161544,Malignant neoplasm of middle lobe of right lung,727
4336157,Acute non-infective otitis externa,727
4336156,Non-infective otitis externa,727
4058513,Crush injury wrist and/or hand,726
4250734,Febrile neutropenia,726
378143,Encephalitis,726
74809,Crushing injury of hand,726
4057044,Injury of muscle and tendon at neck level,725
4162276,Malignant melanoma,725
37110697,Injury of muscle of neck,725
37110699,Injury of tendon of neck,725
374653,Neurologic disorder of eye movements,724
4015356,Closed fracture of thumb metacarpal,724
4145719,Spondylolisthesis L5/S1 level,723
372635,Corneal degeneration,720
4262220,Osteitis of ankle AND/OR foot,720
197332,Incomplete uterovaginal prolapse,720
40483549,Infection of bone of ankle and/or foot,720
4081090,Disorder of apocrine gland,719
257370,Skeletal injury due to birth trauma,719
133853,Osteomyelitis of ankle AND/OR foot,718
36715599,Fracture of condylar process of mandible,718
4338544,Lower gastrointestinal hemorrhage,718
433917,Burns of multiple sites,716
377286,Visual field defect,715
4276354,Bromhidrosis,715
195585,Crohn's disease of small intestine,715
140020,Viral exanthem,714
4028265,Infectious disease of cardiovascular system,714
44783160,Lesion of nasopharynx,714
4345697,Tuberculosis of gastrointestinal tract,714
4073923,Fracture of upper end of fibula,714
200762,Autoimmune hepatitis,713
4172522,Tumor of external ear,713
4340391,Autoimmune liver disease,713
4109085,Right sided abdominal pain,713
40489907,Sepsis caused by Staphylococcus aureus,712
40486208,Carcinoma of pharynx,711
4296728,Polyneuritis,710
78193,Orchitis and epididymitis,710
132707,Urticaria caused by cold,709
4134325,Fracture of shaft of ulna,709
4180010,Degenerative disorder of cartilage,708
443796,Infectious peritonitis,707
381572,Abducens nerve palsy,707
4094866,Malignant tumor of pancreatic duct,707
4008355,Multiple fractures of cervical spine,706
4084794,Cellulitis with lymphangitis of digit,706
444195,Open wound of chest wall,706
198464,Incisional hernia,706
4047756,Isolated cervical dystonia,705
376387,Spasmodic torticollis,705
4054408,Neoplasm of skin of upper limb,705
4340948,Hepatic fibrosis with hepatic sclerosis,705
44502012,"Squamous intraepithelial neoplasia, high grade of exocervix",703
435696,Early complication of trauma,703
4054421,Neoplasm of bone of lower limb,703
437689,Multiple closed fractures of cervical vertebrae,703
4115963,Injury of female perineum,702
45773541,Closed fracture of proximal epiphysis of radius,702
37162119,Neuroendocrine neoplasm of rectum,701
4026017,Bacterial peritonitis,701
36715914,Primary malignant neuroendocrine neoplasm of rectum,701
4264613,Third cranial nerve disease,701
4178395,Fracture of proximal phalanx of finger,700
4083488,Fracture of olecranon,700
608245,Benign neoplasm of vertebral column region,700
4241538,Benign neoplasm of back,700
43021248,Complication associated with genitourinary device,699
40490918,Marginal zone lymphoma,699
194151,Congenital anomaly of stomach,699
440220,"Closed fracture of mandible, condylar process",699
4160345,Neoplasm of eye proper,697
372903,Retinal edema,697
42537304,Hydronephrosis due to calculus of kidney and ureter,696
379832,Mixed conductive AND sensorineural hearing loss,696
432833,Primary malignant neoplasm of oropharynx,696
44502000,"Neoplasm, malignant of prostate gland",695
437784,Infectious mononucleosis,695
434436,Failed trial of labor,695
4152913,Severe asthma,694
4145356,Severe persistent asthma,694
4171917,Localized edema,694
444101,Hypertensive heart failure,694
314378,Hypertensive heart disease with congestive heart failure,694
36717182,Primary neuroendocrine carcinoma of rectum,693
4173657,Congenital malformation of the respiratory system,693
314383,Myocarditis,692
4032881,Nodulocystic acne,692
4177852,Inflammatory acne,692
4299706,Acne nodule,692
4028013,Cystic acne,692
4144112,Adult hypertrophic pyloric stenosis,691
4138484,Chemical burn,691
198191,Acquired hypertrophic pyloric stenosis,691
4024994,Acquired pyloric constriction,691
4059257,Injury of muscle and tendon at lower leg level,691
192680,Portal hypertension,690
312935,Venous hypertension,690
4172185,Acne conglobata,690
434231,Burn confined to eye and adnexa,690
4110961,Generalized ischemic myocardial dysfunction,689
4092936,Ischemic myocardial dysfunction,689
4124706,Myocardial dysfunction,689
196733,Urethral syndrome,688
196455,Hepatorenal syndrome,687
380096,Proliferative retinopathy due to diabetes mellitus,687
37207455,Thoracic myelopathy,685
4054514,Neoplasm of nasopharynx,685
4181960,Mass of nasopharynx,685
4029423,Hypoglycemia due to diabetes mellitus,683
433423,Primary malignant neoplasm of pancreatic duct,683
77029,Epididymo-orchitis without abscess,682
438105,Benign neoplasm of mediastinum,682
257008,Parapharyngeal abscess,681
78517,Multiple joint pain,681
37209647,Mass of parapharyngeal space,681
133367,Partial thickness burn of wrist,680
4188544,Malignant neoplasm of lower inner quadrant of breast,680
37311340,Lump of lower inner quadrant of breast,680
762934,Cerebral infarction due to posterior cerebral artery occlusion,680
1075563,Neoplasm of lower inner quadrant of breast,680
45771255,Compensated liver disease,680
4187851,Primary malignant neoplasm of lower inner quadrant of breast,680
433773,Chronic inflammation of orbit,679
4103776,Disorder of neuromuscular transmission,678
4187910,Prolapsed hemorrhoids,678
4027537,Neuromuscular junction disorder,678
4005447,Congenital pyloric stenosis,677
372929,Chronic eustachian tube salpingitis,677
192433,Congenital hypertrophic pyloric stenosis,677
4246576,Congenital stenosis of stomach,677
4125602,Finding of third stage of labor,676
197625,Third stage hemorrhage,676
443771,Renal hypertension,675
37018641,Malignant glioma of central nervous system,674
4033837,Melanocytic nevus of trunk,673
439941,Closed fracture of condyle of humerus,672
75210,Carcinoma in situ of rectum,671
4310961,Capillaritis,671
375290,Chronic tubotympanic suppurative otitis media,670
46270923,Carcinoma of central portion of breast,669
4052818,Traumatic amputation of ear,669
4192174,Illness,667
4086223,Superficial contusion of skin of neck,667
4154597,Purpuric rash,667
4067764,Pigmented purpuric lichenoid dermatitis of Gougerot and Blum,667
37164445,Pigmented purpuric dermatosis,667
40482035,Hemosiderin pigmentation of skin,667
1244764,Superficial contusion of skin,667
4300206,Benign neoplasm of nerve sheath origin,666
4133353,Tumor of eyelid,666
43530862,Injury of somatic nerve plexus,665
4116572,Injury of peripheral nerve plexus,665
4119146,Tear of lateral meniscus of knee,665
4178962,Malignant tumor of tongue,665
197675,Incontinence of feces,665
4135080,Dislocation of radial head,665
4214530,Kyphosis deformity of spine,663
256723,Pneumonia and influenza,663
437498,Primary malignant neoplasm of tongue,662
44500967,Plasma cell myeloma of bone marrow,662
76685,Myasthenia gravis,662
372892,Metabolic encephalopathy,661
36715604,Fracture of symphysis of mandible,661
4215433,Prolapsed internal hemorrhoids,661
4124696,Re-entrant atrial tachycardia,660
4107729,Infectious disorder of the peripheral nervous system,660
37161458,Viral infection of cranial nerve,660
36715546,Infection of cranial nerve,660
37161456,Viral infection of peripheral nerve,660
314665,Atrial flutter,660
317893,Paroxysmal supraventricular tachycardia,660
4043573,Trigeminal nerve inflammation,660
372828,Herpes zoster ophthalmicus,660
3656040,Open wound of multiple sites of upper limb,660
4328334,Ophthalmic nerve disorder,660
36712849,Cranial neuropathy due to Herpes zoster,660
42536724,Macro re-entrant atrial tachycardia,660
37161112,Infection of peripheral nerve,660
4116211,Pituitary adenoma,659
4242348,Benign neoplasm of intrathoracic organs,659
201518,Primary malignant neoplasm of lower limb,659
37162320,Adenoma,659
40481474,Benign adenomatous neoplasm,659
4170449,Cerebral trauma,659
72715,Exostosis,659
192953,Intestinal adhesions with obstruction,658
4107244,Adhesion of intestine,658
1076061,Disorder of ligament of joint of hand,658
40480937,Injury of ligament of hand,658
4032899,Non-bullous erythema multiforme,656
4033966,Congenital anomaly of lip,656
438555,Cyanosis,656
440155,Postartificial menopausal syndrome,655
40493027,Gastrointestinal lymphoma,653
4095801,Posterior vaginal wall prolapse,653
440270,Poisoning by antidepressant,653
4021759,Disorder of frontal sinus,653
4169915,Vomiting in newborn,652
36716415,Somatic dysfunction of region of trunk,652
4149594,Vomiting in infants AND/OR children,652
40490888,Herniation of rectum into vagina,652
4185034,Inflammation of hip joint,651
4286642,Arthritis of hip,651
4116926,Traumatic arthropathy-elbow,651
44504423,"Neuroendocrine tumor, NOS, of rectum, NOS",650
4221399,Neonatal jaundice due to delayed conjugation from breast milk inhibitor,650
433612,Closed fracture of upper end of fibula,650
439137,Neonatal jaundice due to delayed conjugation,650
434889,Dissociative disorder,649
4166901,Fracture of phalanx of thumb,648
37110367,Acquired varus deformity of limb,648
4245646,Congenital septal defect of heart,647
4131905,Neoplasm of orbit,646
4047912,Hypersomnia of non-organic origin,646
436007,Complication of introduction procedure,645
437158,Poisoning by analgesic drug,645
436006,Poisoning by nonopioid analgesic,644
436529,Hemorrhage of newborn,642
375913,Congenital abnormality of external ear,642
4201237,Finding of moistness of eye,640
4103749,Keratoconjunctivitis sicca (excluding Sj?gren syndrome),640
4120320,Keratoconjunctivitis sicca,640
4036620,Dry eyes,640
440785,Vomiting of pregnancy,640
36715927,Primary cholangiocarcinoma of intrahepatic biliary tract,639
37167557,Primary cholangiocarcinoma of biliary tract,639
602006,Primary adenocarcinoma of intrahepatic bile duct,639
37166753,Cholangiocarcinoma of intrahepatic biliary tract,639
441561,Low tension glaucoma,639
44502877,Signet ring cell carcinoma of gastric antrum,638
22350,Edema of larynx,638
437400,Closed fracture of shaft of ulna,637
45770879,Mass of urethra,636
315282,Rheumatic disease of aortic valve,635
375801,Demyelinating disease of central nervous system,634
4134947,Tendon injury - hand,634
4129397,Injury of duodenum,634
4193174,Fungal respiratory infection,633
43021256,Complication associated with nervous system implant,633
373105,Disorders of prostheses and implants of the nervous system,633
43021249,Complication associated with neurological device,633
4096477,Burn of face,632
73300,Radial styloid tenosynovitis,631
4060542,Multiple pregnancy with malpresentation,630
4190256,Finding of cellular component of blood,630
4135748,Subtrochanteric fracture of femur,630
4232337,Valvular endocarditis,630
440005,Complication of medical care,629
45772881,Complication of health care,629
198819,Obstetrical injury to pelvic organ,629
443382,Malignant tumor of descending colon,629
4028245,Chronic disease of ocular adnexa,629
138965,Myelitis,629
4103321,Finding of nasal deformity,628
36715946,Infection caused by alpha-hemolytic Streptococcus,628
37017137,Perforated ulcer of intestine,628
441800,Primary malignant neoplasm of descending colon,628
